BEGIN_DATA,,,,
year,month,day,hour,demand
2016,7,4,8,200549
2016,7,4,9,193004
2016,7,4,10,189064
2016,7,4,11,187606
2016,7,4,12,186912
2016,7,4,13,188436
2016,7,4,14,196266
2016,7,4,15,209574
2016,7,4,16,225277
2016,7,4,17,240009
2016,7,4,18,252729
2016,7,4,19,262528
2016,7,4,20,270155
2016,7,4,21,275582
2016,7,4,22,279980
2016,7,4,23,282311
2016,7,4,24,281348
2016,7,5,1,276974
2016,7,5,2,271077
2016,7,5,3,264612
2016,7,5,4,256262
2016,7,5,5,244632
2016,7,5,6,231829
2016,7,5,7,219046
2016,7,5,8,209914
2016,7,5,9,203694
2016,7,5,10,200530
2016,7,5,11,202462
2016,7,5,12,209402
2016,7,5,13,219467
2016,7,5,14,233364
2016,7,5,15,249493
2016,7,5,16,266211
2016,7,5,17,281459
2016,7,5,18,294484
2016,7,5,19,305971
2016,7,5,20,315436
2016,7,5,21,322776
2016,7,5,22,328118
2016,7,5,23,330651
2016,7,5,24,329889
2016,7,6,1,324353
2016,7,6,2,316102
2016,7,6,3,307845
2016,7,6,4,294475
2016,7,6,5,275574
2016,7,6,6,256778
2016,7,6,7,241504
2016,7,6,8,228568
2016,7,6,9,219114
2016,7,6,10,214547
2016,7,6,11,215460
2016,7,6,12,222686
2016,7,6,13,231996
2016,7,6,14,244690
2016,7,6,15,260467
2016,7,6,16,277860
2016,7,6,17,294348
2016,7,6,18,308145
2016,7,6,19,318768
2016,7,6,20,327099
2016,7,6,21,332701
2016,7,6,22,336385
2016,7,6,23,338378
2016,7,6,24,336474
2016,7,7,1,329877
2016,7,7,2,320746
2016,7,7,3,311774
2016,7,7,4,297667
2016,7,7,5,278263
2016,7,7,6,259747
2016,7,7,7,243619
2016,7,7,8,230369
2016,7,7,9,220906
2016,7,7,10,216228
2016,7,7,11,217437
2016,7,7,12,223770
2016,7,7,13,233707
2016,7,7,14,245941
2016,7,7,15,261003
2016,7,7,16,277737
2016,7,7,17,293978
2016,7,7,18,307284
2016,7,7,19,317777
2016,7,7,20,327379
2016,7,7,21,332437
2016,7,7,22,335739
2016,7,7,23,337002
2016,7,7,24,334232
2016,7,8,1,327515
2016,7,8,2,319389
2016,7,8,3,310939
2016,7,8,4,296961
2016,7,8,5,278065
2016,7,8,6,259424
2016,7,8,7,244169
2016,7,8,8,231043
2016,7,8,9,221471
2016,7,8,10,216483
2016,7,8,11,217402
2016,7,8,12,223476
2016,7,8,13,232580
2016,7,8,14,245641
2016,7,8,15,261989
2016,7,8,16,279126
2016,7,8,17,295741
2016,7,8,18,308531
2016,7,8,19,318844
2016,7,8,20,326275
2016,7,8,21,330750
2016,7,8,22,333336
2016,7,8,23,333333
2016,7,8,24,329021
2016,7,9,1,320996
2016,7,9,2,310720
2016,7,9,3,300503
2016,7,9,4,286695
2016,7,9,5,268653
2016,7,9,6,251655
2016,7,9,7,236234
2016,7,9,8,223602
2016,7,9,9,214006
2016,7,9,10,207648
2016,7,9,11,204247
2016,7,9,12,203001
2016,7,9,13,206141
2016,7,9,14,215881
2016,7,9,15,230833
2016,7,9,16,247396
2016,7,9,17,262793
2016,7,9,18,275274
2016,7,9,19,285047
2016,7,9,20,292138
2016,7,9,21,297891
2016,7,9,22,301703
2016,7,9,23,303087
2016,7,9,24,300403
2016,7,10,1,294463
2016,7,10,2,286367
2016,7,10,3,278682
2016,7,10,4,267521
2016,7,10,5,252458
2016,7,10,6,236548
2016,7,10,7,222697
2016,7,10,8,211633
2016,7,10,9,202797
2016,7,10,10,196598
2016,7,10,11,193118
2016,7,10,12,191306
2016,7,10,13,193851
2016,7,10,14,203966
2016,7,10,15,217687
2016,7,10,16,233227
2016,7,10,17,248447
2016,7,10,18,262290
2016,7,10,19,274012
2016,7,10,20,283603
2016,7,10,21,291061
2016,7,10,22,296513
2016,7,10,23,300109
2016,7,10,24,300407
2016,7,11,1,295827
2016,7,11,2,288635
2016,7,11,3,282270
2016,7,11,4,270985
2016,7,11,5,255032
2016,7,11,6,238907
2016,7,11,7,225393
2016,7,11,8,214428
2016,7,11,9,206525
2016,7,11,10,203146
2016,7,11,11,205588
2016,7,11,12,212478
2016,7,11,13,221680
2016,7,11,14,235011
2016,7,11,15,250655
2016,7,11,16,268069
2016,7,11,17,284384
2016,7,11,18,298601
2016,7,11,19,310719
2016,7,11,20,320474
2016,7,11,21,327422
2016,7,11,22,332011
2016,7,11,23,333590
2016,7,11,24,330866
2016,7,12,1,324109
2016,7,12,2,315131
2016,7,12,3,306058
2016,7,12,4,291881
2016,7,12,5,272581
2016,7,12,6,254635
2016,7,12,7,238772
2016,7,12,8,225352
2016,7,12,9,215952
2016,7,12,10,211100
2016,7,12,11,211595
2016,7,12,12,218125
2016,7,12,13,228363
2016,7,12,14,241595
2016,7,12,15,256473
2016,7,12,16,273405
2016,7,12,17,289533
2016,7,12,18,303844
2016,7,12,19,315534
2016,7,12,20,324511
2016,7,12,21,331014
2016,7,12,22,335378
2016,7,12,23,336885
2016,7,12,24,334912
2016,7,13,1,328296
2016,7,13,2,319565
2016,7,13,3,310510
2016,7,13,4,296448
2016,7,13,5,277464
2016,7,13,6,258965
2016,7,13,7,242784
2016,7,13,8,230055
2016,7,13,9,221058
2016,7,13,10,216427
2016,7,13,11,218010
2016,7,13,12,224575
2016,7,13,13,234879
2016,7,13,14,248153
2016,7,13,15,262850
2016,7,13,16,280051
2016,7,13,17,296465
2016,7,13,18,313627
2016,7,13,19,325097
2016,7,13,20,334196
2016,7,13,21,339861
2016,7,13,22,342290
2016,7,13,23,342740
2016,7,13,24,340043
2016,7,14,1,333683
2016,7,14,2,325199
2016,7,14,3,316117
2016,7,14,4,301553
2016,7,14,5,282470
2016,7,14,6,263145
2016,7,14,7,247091
2016,7,14,8,233632
2016,7,14,9,223780
2016,7,14,10,218968
2016,7,14,11,219822
2016,7,14,12,226680
2016,7,14,13,236834
2016,7,14,14,249203
2016,7,14,15,264115
2016,7,14,16,281985
2016,7,14,17,298768
2016,7,14,18,312567
2016,7,14,19,323169
2016,7,14,20,330731
2016,7,14,21,335885
2016,7,14,22,338327
2016,7,14,23,338292
2016,7,14,24,336807
2016,7,15,1,330520
2016,7,15,2,321692
2016,7,15,3,313219
2016,7,15,4,298608
2016,7,15,5,278949
2016,7,15,6,260590
2016,7,15,7,244312
2016,7,15,8,230986
2016,7,15,9,221138
2016,7,15,10,216005
2016,7,15,11,216398
2016,7,15,12,222302
2016,7,15,13,231471
2016,7,15,14,243624
2016,7,15,15,258820
2016,7,15,16,274495
2016,7,15,17,288827
2016,7,15,18,300820
2016,7,15,19,311849
2016,7,15,20,320329
2016,7,15,21,325533
2016,7,15,22,328753
2016,7,15,23,328960
2016,7,15,24,324254
2016,7,16,1,315397
2016,7,16,2,305423
2016,7,16,3,296776
2016,7,16,4,283593
2016,7,16,5,265809
2016,7,16,6,248072
2016,7,16,7,232904
2016,7,16,8,220891
2016,7,16,9,211278
2016,7,16,10,205180
2016,7,16,11,202305
2016,7,16,12,202066
2016,7,16,13,206045
2016,7,16,14,215812
2016,7,16,15,230489
2016,7,16,16,246636
2016,7,16,17,262240
2016,7,16,18,275431
2016,7,16,19,286383
2016,7,16,20,294693
2016,7,16,21,300177
2016,7,16,22,303430
2016,7,16,23,304499
2016,7,16,24,301900
2016,7,17,1,295698
2016,7,17,2,288002
2016,7,17,3,280316
2016,7,17,4,269468
2016,7,17,5,254366
2016,7,17,6,238848
2016,7,17,7,225619
2016,7,17,8,214934
2016,7,17,9,205887
2016,7,17,10,200002
2016,7,17,11,196402
2016,7,17,12,193854
2016,7,17,13,195915
2016,7,17,14,205761
2016,7,17,15,222178
2016,7,17,16,239959
2016,7,17,17,257201
2016,7,17,18,273012
2016,7,17,19,285867
2016,7,17,20,296131
2016,7,17,21,304124
2016,7,17,22,310250
2016,7,17,23,314552
2016,7,17,24,315220
2016,7,18,1,311193
2016,7,18,2,304650
2016,7,18,3,298018
2016,7,18,4,286231
2016,7,18,5,270126
2016,7,18,6,253515
2016,7,18,7,239072
2016,7,18,8,227862
2016,7,18,9,219310
2016,7,18,10,215217
2016,7,18,11,216624
2016,7,18,12,223304
2016,7,18,13,233515
2016,7,18,14,247983
2016,7,18,15,265364
2016,7,18,16,284058
2016,7,18,17,301721
2016,7,18,18,316731
2016,7,18,19,328154
2016,7,18,20,336349
2016,7,18,21,339801
2016,7,18,22,340408
2016,7,18,23,339533
2016,7,18,24,337382
2016,7,19,1,332193
2016,7,19,2,323589
2016,7,19,3,314265
2016,7,19,4,299222
2016,7,19,5,280053
2016,7,19,6,260999
2016,7,19,7,244646
2016,7,19,8,230976
2016,7,19,9,221587
2016,7,19,10,216813
2016,7,19,11,217896
2016,7,19,12,224651
2016,7,19,13,234454
2016,7,19,14,247900
2016,7,19,15,263030
2016,7,19,16,280814
2016,7,19,17,297668
2016,7,19,18,311645
2016,7,19,19,322382
2016,7,19,20,330134
2016,7,19,21,335079
2016,7,19,22,338605
2016,7,19,23,339377
2016,7,19,24,335883
2016,7,20,1,327947
2016,7,20,2,318558
2016,7,20,3,309465
2016,7,20,4,295044
2016,7,20,5,276179
2016,7,20,6,257586
2016,7,20,7,241468
2016,7,20,8,228289
2016,7,20,9,218754
2016,7,20,10,213801
2016,7,20,11,214816
2016,7,20,12,221021
2016,7,20,13,230403
2016,7,20,14,243564
2016,7,20,15,258966
2016,7,20,16,276506
2016,7,20,17,294127
2016,7,20,18,309420
2016,7,20,19,322897
2016,7,20,20,333409
2016,7,20,21,340869
2016,7,20,22,346166
2016,7,20,23,348695
2016,7,20,24,345895
2016,7,21,1,339301
2016,7,21,2,329885
2016,7,21,3,320370
2016,7,21,4,301754
2016,7,21,5,286153
2016,7,21,6,266751
2016,7,21,7,249485
2016,7,21,8,235242
2016,7,21,9,224956
2016,7,21,10,219374
2016,7,21,11,220336
2016,7,21,12,226769
2016,7,21,13,236500
2016,7,21,14,249803
2016,7,21,15,266683
2016,7,21,16,285916
2016,7,21,17,304466
2016,7,21,18,320525
2016,7,21,19,334172
2016,7,21,20,343955
2016,7,21,21,349708
2016,7,21,22,353652
2016,7,21,23,354223
2016,7,21,24,351997
2016,7,22,1,345277
2016,7,22,2,336550
2016,7,22,3,327438
2016,7,22,4,311557
2016,7,22,5,292750
2016,7,22,6,273966
2016,7,22,7,256384
2016,7,22,8,241738
2016,7,22,9,231463
2016,7,22,10,225707
2016,7,22,11,225997
2016,7,22,12,231623
2016,7,22,13,240267
2016,7,22,14,253207
2016,7,22,15,270288
2016,7,22,16,287502
2016,7,22,17,305956
2016,7,22,18,322055
2016,7,22,19,334979
2016,7,22,20,344936
2016,7,22,21,351425
2016,7,22,22,355080
2016,7,22,23,355891
2016,7,22,24,353228
2016,7,23,1,346137
2016,7,23,2,335931
2016,7,23,3,326129
2016,7,23,4,311492
2016,7,23,5,292830
2016,7,23,6,274269
2016,7,23,7,256995
2016,7,23,8,242622
2016,7,23,9,231294
2016,7,23,10,223544
2016,7,23,11,219442
2016,7,23,12,218484
2016,7,23,13,222170
2016,7,23,14,235002
2016,7,23,15,253677
2016,7,23,16,274257
2016,7,23,17,294072
2016,7,23,18,310758
2016,7,23,19,322508
2016,7,23,20,331386
2016,7,23,21,336970
2016,7,23,22,340696
2016,7,23,23,341749
2016,7,23,24,338757
2016,7,24,1,331137
2016,7,24,2,321893
2016,7,24,3,313324
2016,7,24,4,299777
2016,7,24,5,282851
2016,7,24,6,265650
2016,7,24,7,249790
2016,7,24,8,236463
2016,7,24,9,225817
2016,7,24,10,218222
2016,7,24,11,213642
2016,7,24,12,211232
2016,7,24,13,213124
2016,7,24,14,223639
2016,7,24,15,240578
2016,7,24,16,260206
2016,7,24,17,279170
2016,7,24,18,295795
2016,7,24,19,309226
2016,7,24,20,319837
2016,7,24,21,327593
2016,7,24,22,333565
2016,7,24,23,337516
2016,7,24,24,337652
2016,7,25,1,332368
2016,7,25,2,324907
2016,7,25,3,317397
2016,7,25,4,302759
2016,7,25,5,285262
2016,7,25,6,268525
2016,7,25,7,252818
2016,7,25,8,239791
2016,7,25,9,230132
2016,7,25,10,225305
2016,7,25,11,226013
2016,7,25,12,232399
2016,7,25,13,242564
2016,7,25,14,256699
2016,7,25,15,273431
2016,7,25,16,292649
2016,7,25,17,311987
2016,7,25,18,327794
2016,7,25,19,340578
2016,7,25,20,349909
2016,7,25,21,355829
2016,7,25,22,358355
2016,7,25,23,358207
2016,7,25,24,354959
2016,7,26,1,347399
2016,7,26,2,338246
2016,7,26,3,328155
2016,7,26,4,311658
2016,7,26,5,290773
2016,7,26,6,271915
2016,7,26,7,254504
2016,7,26,8,240464
2016,7,26,9,230297
2016,7,26,10,225007
2016,7,26,11,225925
2016,7,26,12,232896
2016,7,26,13,242404
2016,7,26,14,255086
2016,7,26,15,270353
2016,7,26,16,288626
2016,7,26,17,306557
2016,7,26,18,322016
2016,7,26,19,334861
2016,7,26,20,344268
2016,7,26,21,350475
2016,7,26,22,354552
2016,7,26,23,355886
2016,7,26,24,353506
2016,7,27,1,346069
2016,7,27,2,336688
2016,7,27,3,327050
2016,7,27,4,310757
2016,7,27,5,290534
2016,7,27,6,271292
2016,7,27,7,253750
2016,7,27,8,240371
2016,7,27,9,230442
2016,7,27,10,225114
2016,7,27,11,226039
2016,7,27,12,231963
2016,7,27,13,241489
2016,7,27,14,253139
2016,7,27,15,267748
2016,7,27,16,285784
2016,7,27,17,303250
2016,7,27,18,318651
2016,7,27,19,331812
2016,7,27,20,342190
2016,7,27,21,349083
2016,7,27,22,353717
2016,7,27,23,355517
2016,7,27,24,353137
2016,7,28,1,345399
2016,7,28,2,336107
2016,7,28,3,327157
2016,7,28,4,311421
2016,7,28,5,291005
2016,7,28,6,272624
2016,7,28,7,255968
2016,7,28,8,242168
2016,7,28,9,231889
2016,7,28,10,226416
2016,7,28,11,227223
2016,7,28,12,233372
2016,7,28,13,242566
2016,7,28,14,254406
2016,7,28,15,269259
2016,7,28,16,285917
2016,7,28,17,302393
2016,7,28,18,316130
2016,7,28,19,327877
2016,7,28,20,336621
2016,7,28,21,341646
2016,7,28,22,343918
2016,7,28,23,343119
2016,7,28,24,338993
2016,7,29,1,331640
2016,7,29,2,324007
2016,7,29,3,315645
2016,7,29,4,300852
2016,7,29,5,282772
2016,7,29,6,265604
2016,7,29,7,249967
2016,7,29,8,236801
2016,7,29,9,227014
2016,7,29,10,221689
2016,7,29,11,222577
2016,7,29,12,228482
2016,7,29,13,235611
2016,7,29,14,246346
2016,7,29,15,259963
2016,7,29,16,275436
2016,7,29,17,290828
2016,7,29,18,304112
2016,7,29,19,315281
2016,7,29,20,324354
2016,7,29,21,330790
2016,7,29,22,335425
2016,7,29,23,336724
2016,7,29,24,332911
2016,7,30,1,323832
2016,7,30,2,314342
2016,7,30,3,305538
2016,7,30,4,291355
2016,7,30,5,273176
2016,7,30,6,255753
2016,7,30,7,240676
2016,7,30,8,227791
2016,7,30,9,218384
2016,7,30,10,212149
2016,7,30,11,209222
2016,7,30,12,209195
2016,7,30,13,212105
2016,7,30,14,222319
2016,7,30,15,236957
2016,7,30,16,253736
2016,7,30,17,270040
2016,7,30,18,283674
2016,7,30,19,294088
2016,7,30,20,301544
2016,7,30,21,306619
2016,7,30,22,310266
2016,7,30,23,310983
2016,7,30,24,307956
2016,7,31,1,300041
2016,7,31,2,293166
2016,7,31,3,286876
2016,7,31,4,275315
2016,7,31,5,261299
2016,7,31,6,246345
2016,7,31,7,232885
2016,7,31,8,221351
2016,7,31,9,212432
2016,7,31,10,206202
2016,7,31,11,203069
2016,7,31,12,202141
2016,7,31,13,203204
2016,7,31,14,212569
2016,7,31,15,227237
2016,7,31,16,244269
2016,7,31,17,260786
2016,7,31,18,276251
2016,7,31,19,289114
2016,7,31,20,299260
2016,7,31,21,306172
2016,7,31,22,310959
2016,7,31,23,313118
2016,7,31,24,311623
2016,8,1,1,306538
2016,8,1,2,300471
2016,8,1,3,293311
2016,8,1,4,281303
2016,8,1,5,265127
2016,8,1,6,248633
2016,8,1,7,234348
2016,8,1,8,223205
2016,8,1,9,215209
2016,8,1,10,211834
2016,8,1,11,213527
2016,8,1,12,221101
2016,8,1,13,230152
2016,8,1,14,242107
2016,8,1,15,257348
2016,8,1,16,274171
2016,8,1,17,290677
2016,8,1,18,304735
2016,8,1,19,316940
2016,8,1,20,326610
2016,8,1,21,333200
2016,8,1,22,337495
2016,8,1,23,338697
2016,8,1,24,335558
2016,8,2,1,329083
2016,8,2,2,320823
2016,8,2,3,311511
2016,8,2,4,296722
2016,8,2,5,277394
2016,8,2,6,258463
2016,8,2,7,242716
2016,8,2,8,229926
2016,8,2,9,220665
2016,8,2,10,216303
2016,8,2,11,218100
2016,8,2,12,225746
2016,8,2,13,234570
2016,8,2,14,245092
2016,8,2,15,258679
2016,8,2,16,274823
2016,8,2,17,290950
2016,8,2,18,305065
2016,8,2,19,317237
2016,8,2,20,326836
2016,8,2,21,331883
2016,8,2,22,335391
2016,8,2,23,336274
2016,8,2,24,333464
2016,8,3,1,326363
2016,8,3,2,318073
2016,8,3,3,308823
2016,8,3,4,293913
2016,8,3,5,274493
2016,8,3,6,256300
2016,8,3,7,240891
2016,8,3,8,228276
2016,8,3,9,219314
2016,8,3,10,214797
2016,8,3,11,216115
2016,8,3,12,223558
2016,8,3,13,232757
2016,8,3,14,242913
2016,8,3,15,257424
2016,8,3,16,273727
2016,8,3,17,290392
2016,8,3,18,305406
2016,8,3,19,318209
2016,8,3,20,328414
2016,8,3,21,335946
2016,8,3,22,340723
2016,8,3,23,341882
2016,8,3,24,339084
2016,8,4,1,331989
2016,8,4,2,323797
2016,8,4,3,314757
2016,8,4,4,298734
2016,8,4,5,279303
2016,8,4,6,260778
2016,8,4,7,245378
2016,8,4,8,231138
2016,8,4,9,221611
2016,8,4,10,217016
2016,8,4,11,218596
2016,8,4,12,226583
2016,8,4,13,235624
2016,8,4,14,246497
2016,8,4,15,260525
2016,8,4,16,277637
2016,8,4,17,294259
2016,8,4,18,308418
2016,8,4,19,320321
2016,8,4,20,329413
2016,8,4,21,335262
2016,8,4,22,338683
2016,8,4,23,340102
2016,8,4,24,336507
2016,8,5,1,328961
2016,8,5,2,320713
2016,8,5,3,311901
2016,8,5,4,296310
2016,8,5,5,277596
2016,8,5,6,259610
2016,8,5,7,243684
2016,8,5,8,230974
2016,8,5,9,222198
2016,8,5,10,217494
2016,8,5,11,218835
2016,8,5,12,225606
2016,8,5,13,233949
2016,8,5,14,244912
2016,8,5,15,258989
2016,8,5,16,274599
2016,8,5,17,289862
2016,8,5,18,303171
2016,8,5,19,314802
2016,8,5,20,324983
2016,8,5,21,329152
2016,8,5,22,331630
2016,8,5,23,330730
2016,8,5,24,325740
2016,8,6,1,317199
2016,8,6,2,308545
2016,8,6,3,300335
2016,8,6,4,286707
2016,8,6,5,269916
2016,8,6,6,253551
2016,8,6,7,238858
2016,8,6,8,226699
2016,8,6,9,217709
2016,8,6,10,211728
2016,8,6,11,209587
2016,8,6,12,209646
2016,8,6,13,212520
2016,8,6,14,221880
2016,8,6,15,236485
2016,8,6,16,253846
2016,8,6,17,270770
2016,8,6,18,285069
2016,8,6,19,296244
2016,8,6,20,304197
2016,8,6,21,309822
2016,8,6,22,313548
2016,8,6,23,314695
2016,8,6,24,311737
2016,8,7,1,305519
2016,8,7,2,296931
2016,8,7,3,289844
2016,8,7,4,275952
2016,8,7,5,259323
2016,8,7,6,243618
2016,8,7,7,230262
2016,8,7,8,218320
2016,8,7,9,209179
2016,8,7,10,202645
2016,8,7,11,199418
2016,8,7,12,198310
2016,8,7,13,200196
2016,8,7,14,208827
2016,8,7,15,223002
2016,8,7,16,238473
2016,8,7,17,254504
2016,8,7,18,269003
2016,8,7,19,281098
2016,8,7,20,290262
2016,8,7,21,297419
2016,8,7,22,302395
2016,8,7,23,305525
2016,8,7,24,304773
2016,8,8,1,299583
2016,8,8,2,293573
2016,8,8,3,287116
2016,8,8,4,273885
2016,8,8,5,257417
2016,8,8,6,242290
2016,8,8,7,228409
2016,8,8,8,217512
2016,8,8,9,210118
2016,8,8,10,206898
2016,8,8,11,209406
2016,8,8,12,216884
2016,8,8,13,225807
2016,8,8,14,236486
2016,8,8,15,250403
2016,8,8,16,265616
2016,8,8,17,281475
2016,8,8,18,294577
2016,8,8,19,305644
2016,8,8,20,314280
2016,8,8,21,320322
2016,8,8,22,324459
2016,8,8,23,326051
2016,8,8,24,324034
2016,8,9,1,317878
2016,8,9,2,311136
2016,8,9,3,302566
2016,8,9,4,286664
2016,8,9,5,267496
2016,8,9,6,250438
2016,8,9,7,235823
2016,8,9,8,224576
2016,8,9,9,215952
2016,8,9,10,212078
2016,8,9,11,214487
2016,8,9,12,223192
2016,8,9,13,232215
2016,8,9,14,242403
2016,8,9,15,255559
2016,8,9,16,272218
2016,8,9,17,288414
2016,8,9,18,302742
2016,8,9,19,318096
2016,8,9,20,325457
2016,8,9,21,331510
2016,8,9,22,334932
2016,8,9,23,335829
2016,8,9,24,332575
2016,8,10,1,326240
2016,8,10,2,319934
2016,8,10,3,311655
2016,8,10,4,296998
2016,8,10,5,278295
2016,8,10,6,261506
2016,8,10,7,246289
2016,8,10,8,233644
2016,8,10,9,225102
2016,8,10,10,221222
2016,8,10,11,223467
2016,8,10,12,231814
2016,8,10,13,241455
2016,8,10,14,252328
2016,8,10,15,266362
2016,8,10,16,283448
2016,8,10,17,300640
2016,8,10,18,314371
2016,8,10,19,327426
2016,8,10,20,336450
2016,8,10,21,342020
2016,8,10,22,346372
2016,8,10,23,347332
2016,8,10,24,345151
2016,8,11,1,338753
2016,8,11,2,332102
2016,8,11,3,323218
2016,8,11,4,307071
2016,8,11,5,287691
2016,8,11,6,269847
2016,8,11,7,253644
2016,8,11,8,240613
2016,8,11,9,231732
2016,8,11,10,227526
2016,8,11,11,230009
2016,8,11,12,238818
2016,8,11,13,248448
2016,8,11,14,260157
2016,8,11,15,274593
2016,8,11,16,292430
2016,8,11,17,310633
2016,8,11,18,325420
2016,8,11,19,336608
2016,8,11,20,346550
2016,8,11,21,352353
2016,8,11,22,356940
2016,8,11,23,356217
2016,8,11,24,352949
2016,8,12,1,346830
2016,8,12,2,340062
2016,8,12,3,330738
2016,8,12,4,313836
2016,8,12,5,294052
2016,8,12,6,276195
2016,8,12,7,259511
2016,8,12,8,246062
2016,8,12,9,236501
2016,8,12,10,231693
2016,8,12,11,233205
2016,8,12,12,241248
2016,8,12,13,251065
2016,8,12,14,262015
2016,8,12,15,276405
2016,8,12,16,292778
2016,8,12,17,309223
2016,8,12,18,322711
2016,8,12,19,333785
2016,8,12,20,341761
2016,8,12,21,345997
2016,8,12,22,347035
2016,8,12,23,346031
2016,8,12,24,340755
2016,8,13,1,331587
2016,8,13,2,323832
2016,8,13,3,314363
2016,8,13,4,299582
2016,8,13,5,282341
2016,8,13,6,265604
2016,8,13,7,250407
2016,8,13,8,237586
2016,8,13,9,228401
2016,8,13,10,222405
2016,8,13,11,219942
2016,8,13,12,220548
2016,8,13,13,224508
2016,8,13,14,234997
2016,8,13,15,249609
2016,8,13,16,266010
2016,8,13,17,281927
2016,8,13,18,295467
2016,8,13,19,305199
2016,8,13,20,313150
2016,8,13,21,319080
2016,8,13,22,322922
2016,8,13,23,324152
2016,8,13,24,321722
2016,8,14,1,314455
2016,8,14,2,307959
2016,8,14,3,299592
2016,8,14,4,285320
2016,8,14,5,269646
2016,8,14,6,253395
2016,8,14,7,239785
2016,8,14,8,227524
2016,8,14,9,218177
2016,8,14,10,211636
2016,8,14,11,208468
2016,8,14,12,206710
2016,8,14,13,208948
2016,8,14,14,218946
2016,8,14,15,233928
2016,8,14,16,249931
2016,8,14,17,265568
2016,8,14,18,279605
2016,8,14,19,290648
2016,8,14,20,299136
2016,8,14,21,305646
2016,8,14,22,310639
2016,8,14,23,313793
2016,8,14,24,312957
2016,8,15,1,308316
2016,8,15,2,303961
2016,8,15,3,296532
2016,8,15,4,283061
2016,8,15,5,266013
2016,8,15,6,249422
2016,8,15,7,235982
2016,8,15,8,224446
2016,8,15,9,216065
2016,8,15,10,213707
2016,8,15,11,215519
2016,8,15,12,224466
2016,8,15,13,235308
2016,8,15,14,246082
2016,8,15,15,259269
2016,8,15,16,274767
2016,8,15,17,289547
2016,8,15,18,302167
2016,8,15,19,312779
2016,8,15,20,320084
2016,8,15,21,325226
2016,8,15,22,330119
2016,8,15,23,330191
2016,8,15,24,327096
2016,8,16,1,320708
2016,8,16,2,316024
2016,8,16,3,307688
2016,8,16,4,291498
2016,8,16,5,272729
2016,8,16,6,254895
2016,8,16,7,239358
2016,8,16,8,227173
2016,8,16,9,218723
2016,8,16,10,215068
2016,8,16,11,217570
2016,8,16,12,226733
2016,8,16,13,237104
2016,8,16,14,247882
2016,8,16,15,260680
2016,8,16,16,276147
2016,8,16,17,291095
2016,8,16,18,304129
2016,8,16,19,314879
2016,8,16,20,324520
2016,8,16,21,328088
2016,8,16,22,331576
2016,8,16,23,333237
2016,8,16,24,330406
2016,8,17,1,324803
2016,8,17,2,320046
2016,8,17,3,311406
2016,8,17,4,295099
2016,8,17,5,275975
2016,8,17,6,258315
2016,8,17,7,243137
2016,8,17,8,230485
2016,8,17,9,221457
2016,8,17,10,217733
2016,8,17,11,219712
2016,8,17,12,228466
2016,8,17,13,240174
2016,8,17,14,249340
2016,8,17,15,260790
2016,8,17,16,274672
2016,8,17,17,288615
2016,8,17,18,301428
2016,8,17,19,312543
2016,8,17,20,321492
2016,8,17,21,327944
2016,8,17,22,332844
2016,8,17,23,335799
2016,8,17,24,330779
2016,8,18,1,323311
2016,8,18,2,317183
2016,8,18,3,307636
2016,8,18,4,291297
2016,8,18,5,271897
2016,8,18,6,253965
2016,8,18,7,238451
2016,8,18,8,226792
2016,8,18,9,218132
2016,8,18,10,214202
2016,8,18,11,216749
2016,8,18,12,226184
2016,8,18,13,236089
2016,8,18,14,245673
2016,8,18,15,257474
2016,8,18,16,271850
2016,8,18,17,286855
2016,8,18,18,300272
2016,8,18,19,312169
2016,8,18,20,321384
2016,8,18,21,327357
2016,8,18,22,330957
2016,8,18,23,331155
2016,8,18,24,326830
2016,8,19,1,319163
2016,8,19,2,313265
2016,8,19,3,304775
2016,8,19,4,289098
2016,8,19,5,270161
2016,8,19,6,252612
2016,8,19,7,237111
2016,8,19,8,224792
2016,8,19,9,216197
2016,8,19,10,212348
2016,8,19,11,214500
2016,8,19,12,223090
2016,8,19,13,232932
2016,8,19,14,243018
2016,8,19,15,255162
2016,8,19,16,270169
2016,8,19,17,284333
2016,8,19,18,296945
2016,8,19,19,307978
2016,8,19,20,316428
2016,8,19,21,321505
2016,8,19,22,324051
2016,8,19,23,323012
2016,8,19,24,316847
2016,8,20,1,306934
2016,8,20,2,299382
2016,8,20,3,290632
2016,8,20,4,276079
2016,8,20,5,258941
2016,8,20,6,242432
2016,8,20,7,228872
2016,8,20,8,217664
2016,8,20,9,209211
2016,8,20,10,204052
2016,8,20,11,202103
2016,8,20,12,203268
2016,8,20,13,207138
2016,8,20,14,216290
2016,8,20,15,230316
2016,8,20,16,244981
2016,8,20,17,259458
2016,8,20,18,270782
2016,8,20,19,279070
2016,8,20,20,284956
2016,8,20,21,288944
2016,8,20,22,292492
2016,8,20,23,293732
2016,8,20,24,290788
2016,8,21,1,285439
2016,8,21,2,280526
2016,8,21,3,273322
2016,8,21,4,261151
2016,8,21,5,246528
2016,8,21,6,231944
2016,8,21,7,219967
2016,8,21,8,209755
2016,8,21,9,202060
2016,8,21,10,196949
2016,8,21,11,194349
2016,8,21,12,194803
2016,8,21,13,196787
2016,8,21,14,204665
2016,8,21,15,217237
2016,8,21,16,230148
2016,8,21,17,243425
2016,8,21,18,255625
2016,8,21,19,265214
