BEGIN_DATA,,,,
year,month,day,hour,demand
2016,4,2,14,185068
2016,4,2,15,192395
2016,4,2,16,196965
2016,4,2,17,198486
2016,4,2,18,197113
2016,4,2,19,195057
2016,4,2,20,192877
2016,4,2,21,190979
2016,4,2,22,190578
2016,4,2,23,191366
2016,4,2,24,191905
2016,4,3,1,194131
2016,4,3,2,201430
2016,4,3,3,199612
2016,4,3,4,195316
2016,4,3,5,188657
2016,4,3,6,180712
2016,4,3,7,173986
2016,4,3,8,169148
2016,4,3,9,166476
2016,4,3,10,165738
2016,4,3,11,166859
2016,4,3,12,170780
2016,4,3,13,176063
2016,4,3,14,182395
2016,4,3,15,187280
2016,4,3,16,189518
2016,4,3,17,189183
2016,4,3,18,188718
2016,4,3,19,187897
2016,4,3,20,186936
2016,4,3,21,186163
2016,4,3,22,187543
2016,4,3,23,190147
2016,4,3,24,193248
2016,4,4,1,197078
2016,4,4,2,202944
2016,4,4,3,203366
2016,4,4,4,196890
2016,4,4,5,188298
2016,4,4,6,178665
2016,4,4,7,171309
2016,4,4,8,166504
2016,4,4,9,163894
2016,4,4,10,164483
2016,4,4,11,171183
2016,4,4,12,186011
2016,4,4,13,200120
2016,4,4,14,206146
2016,4,4,15,208917
2016,4,4,16,211415
2016,4,4,17,212687
2016,4,4,18,213398
2016,4,4,19,214536
2016,4,4,20,215530
2016,4,4,21,216541
2016,4,4,22,218652
2016,4,4,23,220964
2016,4,4,24,222239
2016,4,5,1,223184
2016,4,5,2,225885
2016,4,5,3,223363
2016,4,5,4,213916
2016,4,5,5,202239
2016,4,5,6,191179
2016,4,5,7,182284
2016,4,5,8,176420
2016,4,5,9,173068
2016,4,5,10,173240
2016,4,5,11,179664
2016,4,5,12,194153
2016,4,5,13,207751
2016,4,5,14,212913
2016,4,5,15,215211
2016,4,5,16,217352
2016,4,5,17,217646
2016,4,5,18,217073
2016,4,5,19,217053
2016,4,5,20,217096
2016,4,5,21,217379
2016,4,5,22,218408
2016,4,5,23,220219
2016,4,5,24,221508
2016,4,6,1,223567
2016,4,6,2,229024
2016,4,6,3,227815
2016,4,6,4,218916
2016,4,6,5,207511
2016,4,6,6,197304
2016,4,6,7,188803
2016,4,6,8,182920
2016,4,6,9,179850
2016,4,6,10,179882
2016,4,6,11,185293
2016,4,6,12,199360
2016,4,6,13,211764
2016,4,6,14,214835
2016,4,6,15,215536
2016,4,6,16,216556
2016,4,6,17,216260
2016,4,6,18,215177
2016,4,6,19,214813
2016,4,6,20,215001
2016,4,6,21,214993
2016,4,6,22,216333
2016,4,6,23,217893
2016,4,6,24,219416
2016,4,7,1,221837
2016,4,7,2,224470
2016,4,7,3,221691
2016,4,7,4,212517
2016,4,7,5,200990
2016,4,7,6,189443
2016,4,7,7,180696
2016,4,7,8,174594
2016,4,7,9,171127
2016,4,7,10,170994
2016,4,7,11,175092
2016,4,7,12,188510
2016,4,7,13,201738
2016,4,7,14,207460
2016,4,7,15,211034
2016,4,7,16,214388
2016,4,7,17,216132
2016,4,7,18,216948
2016,4,7,19,217743
2016,4,7,20,218468
2016,4,7,21,219403
2016,4,7,22,220983
2016,4,7,23,222395
2016,4,7,24,222162
2016,4,8,1,221893
2016,4,8,2,223781
2016,4,8,3,221416
2016,4,8,4,212650
2016,4,8,5,201651
2016,4,8,6,190611
2016,4,8,7,181913
2016,4,8,8,176023
2016,4,8,9,172727
2016,4,8,10,172830
2016,4,8,11,177733
2016,4,8,12,190271
2016,4,8,13,202388
2016,4,8,14,207557
2016,4,8,15,210572
2016,4,8,16,213404
2016,4,8,17,214787
2016,4,8,18,214656
2016,4,8,19,214539
2016,4,8,20,214424
2016,4,8,21,213764
2016,4,8,22,213681
2016,4,8,23,213460
2016,4,8,24,212304
2016,4,9,1,211452
2016,4,9,2,214324
2016,4,9,3,213558
2016,4,9,4,207819
2016,4,9,5,199790
2016,4,9,6,190707
2016,4,9,7,183617
2016,4,9,8,178190
2016,4,9,9,174999
2016,4,9,10,173753
2016,4,9,11,175664
2016,4,9,12,179695
2016,4,9,13,185071
2016,4,9,14,191722
2016,4,9,15,197355
2016,4,9,16,201187
2016,4,9,17,202359
2016,4,9,18,201782
2016,4,9,19,200976
2016,4,9,20,199698
2016,4,9,21,198286
2016,4,9,22,198563
2016,4,9,23,198403
2016,4,9,24,198769
2016,4,10,1,200022
2016,4,10,2,205590
2016,4,10,3,206531
2016,4,10,4,202241
2016,4,10,5,195606
2016,4,10,6,188097
2016,4,10,7,182028
2016,4,10,8,177383
2016,4,10,9,174522
2016,4,10,10,173724
2016,4,10,11,174547
2016,4,10,12,180851
2016,4,10,13,181317
2016,4,10,14,185644
2016,4,10,15,189924
2016,4,10,16,192645
2016,4,10,17,193488
2016,4,10,18,194492
2016,4,10,19,194530
2016,4,10,20,194484
2016,4,10,21,194404
2016,4,10,22,195637
2016,4,10,23,197759
2016,4,10,24,199962
2016,4,11,1,202964
2016,4,11,2,208291
2016,4,11,3,207792
2016,4,11,4,201226
2016,4,11,5,191975
2016,4,11,6,182454
2016,4,11,7,175276
2016,4,11,8,170249
2016,4,11,9,167736
2016,4,11,10,168710
2016,4,11,11,174453
2016,4,11,12,188278
2016,4,11,13,201244
2016,4,11,14,207160
2016,4,11,15,210784
2016,4,11,16,213937
2016,4,11,17,215425
2016,4,11,18,215557
2016,4,11,19,215795
2016,4,11,20,216024
2016,4,11,21,216193
2016,4,11,22,216768
2016,4,11,23,217694
2016,4,11,24,217773
2016,4,12,1,218169
2016,4,12,2,220564
2016,4,12,3,218461
2016,4,12,4,209879
2016,4,12,5,198433
2016,4,12,6,187925
2016,4,12,7,179022
2016,4,12,8,173014
2016,4,12,9,169869
2016,4,12,10,169981
2016,4,12,11,175044
2016,4,12,12,188625
2016,4,12,13,201494
2016,4,12,14,207182
2016,4,12,15,210385
2016,4,12,16,213566
2016,4,12,17,214557
2016,4,12,18,214696
2016,4,12,19,214875
2016,4,12,20,214339
2016,4,12,21,213658
2016,4,12,22,213765
2016,4,12,23,213680
2016,4,12,24,213016
2016,4,13,1,213722
2016,4,13,2,219110
2016,4,13,3,218702
2016,4,13,4,210163
2016,4,13,5,198822
2016,4,13,6,188352
2016,4,13,7,180465
2016,4,13,8,174811
2016,4,13,9,172136
2016,4,13,10,171987
2016,4,13,11,177795
2016,4,13,12,192027
2016,4,13,13,204237
2016,4,13,14,208181
2016,4,13,15,209896
2016,4,13,16,211262
2016,4,13,17,211505
2016,4,13,18,211018
2016,4,13,19,210904
2016,4,13,20,210363
2016,4,13,21,209760
2016,4,13,22,209577
2016,4,13,23,209999
2016,4,13,24,210680
2016,4,14,1,212022
2016,4,14,2,216991
2016,4,14,3,216166
2016,4,14,4,207863
2016,4,14,5,196821
2016,4,14,6,186772
2016,4,14,7,179242
2016,4,14,8,173754
2016,4,14,9,171081
2016,4,14,10,171045
2016,4,14,11,176461
2016,4,14,12,190471
2016,4,14,13,202367
2016,4,14,14,206581
2016,4,14,15,208458
2016,4,14,16,210476
2016,4,14,17,211385
2016,4,14,18,211629
2016,4,14,19,212400
2016,4,14,20,212756
2016,4,14,21,212665
2016,4,14,22,213016
2016,4,14,23,213334
2016,4,14,24,212669
2016,4,15,1,213202
2016,4,15,2,217186
2016,4,15,3,216372
2016,4,15,4,207918
2016,4,15,5,197502
2016,4,15,6,186613
2016,4,15,7,177527
2016,4,15,8,171729
2016,4,15,9,168655
2016,4,15,10,168263
2016,4,15,11,173656
2016,4,15,12,186866
2016,4,15,13,198350
2016,4,15,14,202941
2016,4,15,15,206121
2016,4,15,16,208473
2016,4,15,17,209518
2016,4,15,18,209365
2016,4,15,19,209164
2016,4,15,20,209279
2016,4,15,21,209152
2016,4,15,22,208774
2016,4,15,23,208399
2016,4,15,24,206738
2016,4,16,1,205713
2016,4,16,2,207411
2016,4,16,3,207224
2016,4,16,4,200418
2016,4,16,5,191533
2016,4,16,6,182003
2016,4,16,7,173819
2016,4,16,8,167783
2016,4,16,9,163981
2016,4,16,10,162883
2016,4,16,11,164036
2016,4,16,12,167445
2016,4,16,13,171395
2016,4,16,14,178641
2016,4,16,15,184763
2016,4,16,16,189494
2016,4,16,17,191532
2016,4,16,18,192674
2016,4,16,19,189272
2016,4,16,20,191987
2016,4,16,21,192148
2016,4,16,22,192835
2016,4,16,23,193652
2016,4,16,24,194157
2016,4,17,1,194124
2016,4,17,2,197340
2016,4,17,3,197697
2016,4,17,4,192494
2016,4,17,5,185062
2016,4,17,6,175953
2016,4,17,7,167997
2016,4,17,8,162093
2016,4,17,9,158380
2016,4,17,10,156858
2016,4,17,11,157433
2016,4,17,12,159274
2016,4,17,13,162406
2016,4,17,14,168280
2016,4,17,15,174551
2016,4,17,16,179027
2016,4,17,17,182092
2016,4,17,18,184932
2016,4,17,19,187034
2016,4,17,20,188706
2016,4,17,21,190219
2016,4,17,22,192632
2016,4,17,23,195703
2016,4,17,24,198171
2016,4,18,1,200039
2016,4,18,2,205061
2016,4,18,3,205244
2016,4,18,4,197307
2016,4,18,5,187029
2016,4,18,6,176478
2016,4,18,7,168037
2016,4,18,8,162305
2016,4,18,9,158850
2016,4,18,10,159463
2016,4,18,11,165492
2016,4,18,12,177929
2016,4,18,13,189898
2016,4,18,14,196622
2016,4,18,15,201269
2016,4,18,16,205855
2016,4,18,17,209388
2016,4,18,18,212066
2016,4,18,19,215155
2016,4,18,20,217935
2016,4,18,21,220558
2016,4,18,22,223174
2016,4,18,23,224970
2016,4,18,24,224912
2016,4,19,1,223855
2016,4,19,2,225984
2016,4,19,3,223023
2016,4,19,4,211606
2016,4,19,5,198035
2016,4,19,6,185375
2016,4,19,7,175668
2016,4,19,8,167858
2016,4,19,9,163219
2016,4,19,10,162484
2016,4,19,11,167200
2016,4,19,12,179080
2016,4,19,13,190670
2016,4,19,14,197321
2016,4,19,15,202140
2016,4,19,16,206751
2016,4,19,17,210396
2016,4,19,18,213507
2016,4,19,19,216803
2016,4,19,20,220176
2016,4,19,21,222404
2016,4,19,22,224820
2016,4,19,23,226102
2016,4,19,24,225714
2016,4,20,1,224931
2016,4,20,2,226914
2016,4,20,3,224073
2016,4,20,4,212723
2016,4,20,5,199321
2016,4,20,6,187081
2016,4,20,7,177336
2016,4,20,8,169466
2016,4,20,9,164793
2016,4,20,10,163918
2016,4,20,11,168000
2016,4,20,12,179726
2016,4,20,13,190801
2016,4,20,14,196895
2016,4,20,15,201117
2016,4,20,16,205834
2016,4,20,17,209230
2016,4,20,18,211901
2016,4,20,19,215039
2016,4,20,20,218143
2016,4,20,21,221024
2016,4,20,22,223544
2016,4,20,23,225150
2016,4,20,24,224914
2016,4,21,1,224032
2016,4,21,2,226364
2016,4,21,3,223473
2016,4,21,4,212496
2016,4,21,5,198814
2016,4,21,6,186558
2016,4,21,7,176803
2016,4,21,8,169596
2016,4,21,9,164623
2016,4,21,10,164153
2016,4,21,11,169218
2016,4,21,12,180702
2016,4,21,13,191986
2016,4,21,14,198295
2016,4,21,15,203593
2016,4,21,16,208336
2016,4,21,17,211469
2016,4,21,18,213728
2016,4,21,19,216699
2016,4,21,20,219171
2016,4,21,21,220867
2016,4,21,22,222722
2016,4,21,23,223592
2016,4,21,24,222383
2016,4,22,1,221550
2016,4,22,2,223763
2016,4,22,3,220998
2016,4,22,4,211378
2016,4,22,5,198919
2016,4,22,6,186238
2016,4,22,7,176056
2016,4,22,8,168667
2016,4,22,9,164329
2016,4,22,10,163329
2016,4,22,11,167557
2016,4,22,12,178897
2016,4,22,13,190040
2016,4,22,14,197429
2016,4,22,15,203584
2016,4,22,16,209330
2016,4,22,17,213937
2016,4,22,18,216945
2016,4,22,19,219640
2016,4,22,20,221239
2016,4,22,21,222569
2016,4,22,22,223276
2016,4,22,23,222672
2016,4,22,24,219725
2016,4,23,1,216384
2016,4,23,2,215158
2016,4,23,3,212659
2016,4,23,4,205064
2016,4,23,5,194654
2016,4,23,6,183643
2016,4,23,7,174629
2016,4,23,8,167341
2016,4,23,9,162106
2016,4,23,10,159901
2016,4,23,11,160065
2016,4,23,12,162448
2016,4,23,13,165826
2016,4,23,14,173953
2016,4,23,15,182558
2016,4,23,16,189406
2016,4,23,17,194022
2016,4,23,18,196833
2016,4,23,19,198336
2016,4,23,20,199732
2016,4,23,21,201537
2016,4,23,22,203724
2016,4,23,23,205391
2016,4,23,24,205413
2016,4,24,1,203318
2016,4,24,2,203486
2016,4,24,3,202445
2016,4,24,4,195841
2016,4,24,5,186980
2016,4,24,6,177472
2016,4,24,7,168943
2016,4,24,8,162357
2016,4,24,9,157848
2016,4,24,10,155388
2016,4,24,11,155534
2016,4,24,12,156591
2016,4,24,13,159180
2016,4,24,14,164684
2016,4,24,15,171710
2016,4,24,16,178443
2016,4,24,17,183225
2016,4,24,18,187653
2016,4,24,19,191500
2016,4,24,20,194734
2016,4,24,21,197675
2016,4,24,22,201451
2016,4,24,23,205227
2016,4,24,24,207072
2016,4,25,1,207186
2016,4,25,2,209743
2016,4,25,3,209111
2016,4,25,4,201197
2016,4,25,5,189887
2016,4,25,6,178676
2016,4,25,7,169551
2016,4,25,8,163341
2016,4,25,9,159919
2016,4,25,10,159519
2016,4,25,11,164947
2016,4,25,12,177135
2016,4,25,13,189440
2016,4,25,14,197479
2016,4,25,15,204354
2016,4,25,16,210905
2016,4,25,17,216245
2016,4,25,18,220843
2016,4,25,19,225403
2016,4,25,20,229189
2016,4,25,21,231961
2016,4,25,22,233825
2016,4,25,23,233624
2016,4,25,24,232349
2016,4,26,1,231623
2016,4,26,2,231544
2016,4,26,3,228745
2016,4,26,4,218007
2016,4,26,5,204217
2016,4,26,6,192102
2016,4,26,7,181987
2016,4,26,8,173944
2016,4,26,9,169217
2016,4,26,10,167857
2016,4,26,11,172457
2016,4,26,12,184162
2016,4,26,13,195805
2016,4,26,14,203842
2016,4,26,15,211451
2016,4,26,16,218517
2016,4,26,17,223645
2016,4,26,18,227939
2016,4,26,19,232061
2016,4,26,20,235206
2016,4,26,21,237927
2016,4,26,22,240491
2016,4,26,23,241088
2016,4,26,24,238557
2016,4,27,1,235450
2016,4,27,2,235014
2016,4,27,3,231201
2016,4,27,4,219785
2016,4,27,5,205669
2016,4,27,6,193256
2016,4,27,7,183089
2016,4,27,8,175432
2016,4,27,9,170433
2016,4,27,10,169384
2016,4,27,11,173439
2016,4,27,12,183601
2016,4,27,13,194780
2016,4,27,14,202226
2016,4,27,15,208308
2016,4,27,16,214243
2016,4,27,17,218916
2016,4,27,18,222746
2016,4,27,19,226262
2016,4,27,20,229034
2016,4,27,21,230799
2016,4,27,22,232495
2016,4,27,23,233243
2016,4,27,24,232478
2016,4,28,1,230171
2016,4,28,2,230757
2016,4,28,3,226796
2016,4,28,4,216516
2016,4,28,5,203475
2016,4,28,6,191386
2016,4,28,7,181236
2016,4,28,8,173471
2016,4,28,9,168867
2016,4,28,10,168200
2016,4,28,11,172824
2016,4,28,12,184109
2016,4,28,13,196020
2016,4,28,14,203546
2016,4,28,15,209742
2016,4,28,16,216639
2016,4,28,17,220955
2016,4,28,18,225542
2016,4,28,19,229518
2016,4,28,20,232845
2016,4,28,21,234817
2016,4,28,22,236479
2016,4,28,23,237240
2016,4,28,24,235903
2016,4,29,1,233275
2016,4,29,2,232430
2016,4,29,3,228902
2016,4,29,4,218664
2016,4,29,5,205809
2016,4,29,6,194129
2016,4,29,7,183840
2016,4,29,8,176369
2016,4,29,9,171897
2016,4,29,10,170999
2016,4,29,11,174231
2016,4,29,12,185850
2016,4,29,13,197046
2016,4,29,14,204829
2016,4,29,15,211253
2016,4,29,16,217938
2016,4,29,17,222641
2016,4,29,18,226153
2016,4,29,19,229298
2016,4,29,20,231290
2016,4,29,21,232080
2016,4,29,22,232001
2016,4,29,23,230556
2016,4,29,24,227147
2016,4,30,1,222875
2016,4,30,2,222243
2016,4,30,3,219581
2016,4,30,4,211515
2016,4,30,5,201109
2016,4,30,6,190739
2016,4,30,7,181246
2016,4,30,8,173837
2016,4,30,9,169077
2016,4,30,10,166359
2016,4,30,11,166427
2016,4,30,12,168155
2016,4,30,13,172243
2016,4,30,14,179975
2016,4,30,15,188313
2016,4,30,16,195025
2016,4,30,17,200179
2016,4,30,18,203192
2016,4,30,19,204907
2016,4,30,20,205875
2016,4,30,21,206883
2016,4,30,22,208526
2016,4,30,23,209288
2016,4,30,24,208644
2016,5,1,1,207908
2016,5,1,2,208587
2016,5,1,3,206524
2016,5,1,4,200867
2016,5,1,5,192781
2016,5,1,6,182978
2016,5,1,7,174111
2016,5,1,8,167839
2016,5,1,9,163345
2016,5,1,10,160892
2016,5,1,11,159758
2016,5,1,12,161702
2016,5,1,13,164622
2016,5,1,14,172144
2016,5,1,15,181496
2016,5,1,16,189372
2016,5,1,17,195292
2016,5,1,18,200427
2016,5,1,19,203832
2016,5,1,20,206143
2016,5,1,21,207259
2016,5,1,22,210766
2016,5,1,23,212355
2016,5,1,24,213047
2016,5,2,1,213200
2016,5,2,2,215146
2016,5,2,3,213551
2016,5,2,4,205920
2016,5,2,5,194685
2016,5,2,6,184270
2016,5,2,7,174903
2016,5,2,8,168696
2016,5,2,9,164976
2016,5,2,10,164726
2016,5,2,11,169611
2016,5,2,12,182316
2016,5,2,13,194306
2016,5,2,14,202815
2016,5,2,15,209171
2016,5,2,16,215775
2016,5,2,17,220610
2016,5,2,18,223262
2016,5,2,19,225796
2016,5,2,20,227534
2016,5,2,21,227694
2016,5,2,22,227719
2016,5,2,23,227506
2016,5,2,24,226486
2016,5,3,1,225585
2016,5,3,2,226668
2016,5,3,3,224350
2016,5,3,4,214295
2016,5,3,5,201446
2016,5,3,6,189255
2016,5,3,7,179956
2016,5,3,8,172330
2016,5,3,9,168168
2016,5,3,10,167394
2016,5,3,11,171833
2016,5,3,12,183477
2016,5,3,13,195284
2016,5,3,14,202630
2016,5,3,15,207761
2016,5,3,16,212861
2016,5,3,17,216681
2016,5,3,18,219539
2016,5,3,19,222199
2016,5,3,20,224623
2016,5,3,21,226250
2016,5,3,22,226965
2016,5,3,23,228150
2016,5,3,24,226980
2016,5,4,1,225219
2016,5,4,2,225591
2016,5,4,3,224050
2016,5,4,4,214270
2016,5,4,5,201121
2016,5,4,6,188908
2016,5,4,7,178533
2016,5,4,8,171229
2016,5,4,9,166700
2016,5,4,10,165621
2016,5,4,11,169972
2016,5,4,12,181764
2016,5,4,13,192511
2016,5,4,14,199017
2016,5,4,15,204342
2016,5,4,16,208964
2016,5,4,17,212380
2016,5,4,18,214335
2016,5,4,19,216003
2016,5,4,20,217424
2016,5,4,21,218688
2016,5,4,22,220427
2016,5,4,23,222538
2016,5,4,24,223204
2016,5,5,1,222871
2016,5,5,2,223518
2016,5,5,3,221124
2016,5,5,4,211861
2016,5,5,5,198514
2016,5,5,6,186724
2016,5,5,7,176757
2016,5,5,8,169344
2016,5,5,9,165187
2016,5,5,10,164273
2016,5,5,11,169105
2016,5,5,12,180427
2016,5,5,13,192229
2016,5,5,14,199007
2016,5,5,15,204042
2016,5,5,16,208688
2016,5,5,17,211935
2016,5,5,18,214130
2016,5,5,19,216146
2016,5,5,20,217725
2016,5,5,21,219551
2016,5,5,22,221791
2016,5,5,23,222668
2016,5,5,24,221915
2016,5,6,1,220078
2016,5,6,2,220228
2016,5,6,3,219057
2016,5,6,4,209872
2016,5,6,5,198133
2016,5,6,6,186670
2016,5,6,7,177494
2016,5,6,8,170141
2016,5,6,9,166177
2016,5,6,10,165291
2016,5,6,11,169287
2016,5,6,12,180433
2016,5,6,13,190527
2016,5,6,14,196874
2016,5,6,15,202401
2016,5,6,16,207461
2016,5,6,17,210476
2016,5,6,18,212203
2016,5,6,19,214803
2016,5,6,20,216506
2016,5,6,21,217944
2016,5,6,22,219369
2016,5,6,23,220188
2016,5,6,24,218551
2016,5,7,1,215561
2016,5,7,2,213975
2016,5,7,3,211793
2016,5,7,4,204387
2016,5,7,5,193746
2016,5,7,6,182894
2016,5,7,7,173467
2016,5,7,8,166331
2016,5,7,9,161467
2016,5,7,10,159570
2016,5,7,11,160144
2016,5,7,12,162208
2016,5,7,13,166147
2016,5,7,14,173097
2016,5,7,15,180692
2016,5,7,16,186568
2016,5,7,17,191141
2016,5,7,18,194084
2016,5,7,19,196414
2016,5,7,20,198994
2016,5,7,21,201658
2016,5,7,22,204273
2016,5,7,23,206562
2016,5,7,24,205899
2016,5,8,1,204218
2016,5,8,2,203626
2016,5,8,3,202712
2016,5,8,4,196527
2016,5,8,5,187127
2016,5,8,6,177647
2016,5,8,7,169266
2016,5,8,8,163756
2016,5,8,9,156617
2016,5,8,10,154265
2016,5,8,11,154050
2016,5,8,12,154772
2016,5,8,13,157901
2016,5,8,14,164945
2016,5,8,15,173505
2016,5,8,16,180395
2016,5,8,17,185147
2016,5,8,18,188702
2016,5,8,19,192181
2016,5,8,20,194690
2016,5,8,21,196907
2016,5,8,22,199308
2016,5,8,23,201405
2016,5,8,24,202033
2016,5,9,1,201576
2016,5,9,2,203673
2016,5,9,3,204810
2016,5,9,4,198486
2016,5,9,5,186118
2016,5,9,6,177652
2016,5,9,7,169065
2016,5,9,8,162895
2016,5,9,9,159313
2016,5,9,10,159339
2016,5,9,11,164662
2016,5,9,12,176709
2016,5,9,13,188939
2016,5,9,14,197114
2016,5,9,15,203724
2016,5,9,16,210267
2016,5,9,17,215829
2016,5,9,18,220029
2016,5,9,19,224123
2016,5,9,20,226766
2016,5,9,21,228497
2016,5,9,22,229663
2016,5,9,23,230552
2016,5,9,24,230056
2016,5,10,1,228801
2016,5,10,2,229383
2016,5,10,3,226560
2016,5,10,4,216112
2016,5,10,5,202505
2016,5,10,6,190821
2016,5,10,7,180576
2016,5,10,8,173708
2016,5,10,9,169162
2016,5,10,10,168116
2016,5,10,11,171991
2016,5,10,12,183014
2016,5,10,13,194343
2016,5,10,14,201762
2016,5,10,15,209257
2016,5,10,16,221287
2016,5,10,17,222806
2016,5,10,18,227553
2016,5,10,19,233002
2016,5,10,20,235709
2016,5,10,21,240669
2016,5,10,22,242830
2016,5,10,23,244792
2016,5,10,24,243866
2016,5,11,1,241133
2016,5,11,2,240147
2016,5,11,3,236421
2016,5,11,4,225009
2016,5,11,5,210474
2016,5,11,6,197101
2016,5,11,7,186581
2016,5,11,8,177922
2016,5,11,9,172923
2016,5,11,10,171170
2016,5,11,11,174770
2016,5,11,12,185185
2016,5,11,13,196120
2016,5,11,14,203863
2016,5,11,15,211105
2016,5,11,16,218785
2016,5,11,17,226371
2016,5,11,18,232537
2016,5,11,19,238684
2016,5,11,20,243603
2016,5,11,21,247666
2016,5,11,22,250970
2016,5,11,23,252772
2016,5,11,24,251951
2016,5,12,1,248735
2016,5,12,2,246538
2016,5,12,3,242558
2016,5,12,4,230690
2016,5,12,5,215057
2016,5,12,6,200747
2016,5,12,7,188695
2016,5,12,8,179617
2016,5,12,9,174288
2016,5,12,10,172373
2016,5,12,11,175359
2016,5,12,12,185230
2016,5,12,13,196538
2016,5,12,14,204965
2016,5,12,15,212450
2016,5,12,16,220309
2016,5,12,17,227499
2016,5,12,18,233051
2016,5,12,19,238397
2016,5,12,20,242827
2016,5,12,21,245187
2016,5,12,22,247309
2016,5,12,23,248314
2016,5,12,24,246727
2016,5,13,1,243072
2016,5,13,2,241480
2016,5,13,3,237440
2016,5,13,4,226091
2016,5,13,5,211617
2016,5,13,6,197598
2016,5,13,7,186108
2016,5,13,8,179774
2016,5,13,9,172469
2016,5,13,10,170448
2016,5,13,11,172986
2016,5,13,12,182355
2016,5,13,13,192913
2016,5,13,14,201545
2016,5,13,15,209901
2016,5,13,16,218052
2016,5,13,17,224699
2016,5,13,18,229663
2016,5,13,19,234284
2016,5,13,20,237825
2016,5,13,21,240286
2016,5,13,22,242645
2016,5,13,23,243406
2016,5,13,24,240303
2016,5,14,1,234971
2016,5,14,2,231105
2016,5,14,3,227304
2016,5,14,4,217329
2016,5,14,5,204553
2016,5,14,6,192379
2016,5,14,7,181546
2016,5,14,8,173229
2016,5,14,9,168337
2016,5,14,10,165093
2016,5,14,11,164171
2016,5,14,12,165446
2016,5,14,13,169446
2016,5,14,14,176928
2016,5,14,15,186089
2016,5,14,16,194341
2016,5,14,17,200909
2016,5,14,18,205640
2016,5,14,19,208812
2016,5,14,20,210853
2016,5,14,21,212293
2016,5,14,22,213278
2016,5,14,23,213398
2016,5,14,24,212387
2016,5,15,1,209418
2016,5,15,2,207966
2016,5,15,3,206812
2016,5,15,4,200376
2016,5,15,5,190613
2016,5,15,6,180610
2016,5,15,7,172512
2016,5,15,8,166059
2016,5,15,9,162170
2016,5,15,10,159956
2016,5,15,11,158955
2016,5,15,12,159020
2016,5,15,13,161465
2016,5,15,14,168337
2016,5,15,15,175738
2016,5,15,16,181495
2016,5,15,17,186211
2016,5,15,18,190391
2016,5,15,19,193406
2016,5,15,20,195631
2016,5,15,21,197444
2016,5,15,22,199648
2016,5,15,23,202305
2016,5,15,24,203926
2016,5,16,1,204353
2016,5,16,2,206723
2016,5,16,3,207753
2016,5,16,4,201007
2016,5,16,5,190673
2016,5,16,6,180988
2016,5,16,7,172595
2016,5,16,8,166943
2016,5,16,9,164688
2016,5,16,10,165221
2016,5,16,11,169900
2016,5,16,12,181676
2016,5,16,13,193427
2016,5,16,14,200590
2016,5,16,15,206203
2016,5,16,16,211564
2016,5,16,17,215367
2016,5,16,18,218007
2016,5,16,19,220496
2016,5,16,20,222337
2016,5,16,21,223203
2016,5,16,22,224287
2016,5,16,23,225113
2016,5,16,24,224691
2016,5,17,1,223838
2016,5,17,2,225252
2016,5,17,3,223742
2016,5,17,4,214075
2016,5,17,5,200921
2016,5,17,6,189686
2016,5,17,7,180480
2016,5,17,8,173121
2016,5,17,9,169829
2016,5,17,10,169306
2016,5,17,11,173075
2016,5,17,12,184508
2016,5,17,13,196039
2016,5,17,14,203709
2016,5,17,15,209681
2016,5,17,16,215402
2016,5,17,17,219958
2016,5,17,18,223120
2016,5,17,19,225601
2016,5,17,20,226998
2016,5,17,21,228215
2016,5,17,22,228348
2016,5,17,23,229126
2016,5,17,24,228654
2016,5,18,1,227078
2016,5,18,2,231174
2016,5,18,3,225657
2016,5,18,4,216614
2016,5,18,5,203645
2016,5,18,6,191832
2016,5,18,7,181920
2016,5,18,8,174639
2016,5,18,9,170902
2016,5,18,10,169899
2016,5,18,11,173914
2016,5,18,12,184775
2016,5,18,13,195833
2016,5,18,14,202483
2016,5,18,15,207533
2016,5,18,16,212933
2016,5,18,17,217256
2016,5,18,18,220896
2016,5,18,19,223804
2016,5,18,20,226429
2016,5,18,21,228041
2016,5,18,22,229500
2016,5,18,23,230660
2016,5,18,24,229659
2016,5,19,1,227842
2016,5,19,2,227851
2016,5,19,3,226233
2016,5,19,4,217422
2016,5,19,5,204322
2016,5,19,6,191883
2016,5,19,7,181817
2016,5,19,8,173963
2016,5,19,9,169010
2016,5,19,10,168098
2016,5,19,11,172567
2016,5,19,12,183588
2016,5,19,13,194649
2016,5,19,14,201803
2016,5,19,15,207875
2016,5,19,16,213684
2016,5,19,17,218327
2016,5,19,18,221861
2016,5,19,19,224717
2016,5,19,20,226650
2016,5,19,21,227700
2016,5,19,22,228380
2016,5,19,23,228913
2016,5,19,24,227399
2016,5,20,1,225069
2016,5,20,2,225921
2016,5,20,3,223797
2016,5,20,4,215068
2016,5,20,5,201707
2016,5,20,6,189134
2016,5,20,7,179891
2016,5,20,8,172771
2016,5,20,9,167742
2016,5,20,10,166612
2016,5,20,11,170823
2016,5,20,12,181049
2016,5,20,13,191928
2016,5,20,14,199829
2016,5,20,15,206918
2016,5,20,16,213517
2016,5,20,17,218098
2016,5,20,18,221088
2016,5,20,19,223269
2016,5,20,20,224946
2016,5,20,21,226150
2016,5,20,22,227319
2016,5,20,23,227496
2016,5,20,24,225135
2016,5,21,1,221168
